Zip Code,Audi A3 Plug In,Audi A7 Plug In,Audi A8 Plug In,Audi e-tron,Audi e-tron GT,Audi e-tron Sportback,Audi Q5 Plug In,Azure Transit Connect,Bentley Bentayga,BMW 3-Series Plug in,BMW 5-Series Plug in,BMW 7-Series Plug in,BMW i3,BMW i3 REx,BMW i8,BMW X3,BMW X5,Cadillac CT6,Cadillac ELR,Chevrolet Bolt EUV,Chevrolet Bolt EV,Chevrolet Spark,Chevrolet Volt,Chrysler Pacifica,Coda EV,E-Ride EXV,Ferrari SF90 Stradale,Fiat 500e,Fisker Karma,Ford C-Max Energi,Ford Escape Plug-in Hybrid,Ford E-Transit,Ford Focus EV,Ford Fusion Energi,Ford Mustang Mach-E,Ford Ranger,Ford Think Neighbor,GEM NEV,Honda Accord Plug In,Honda Clarity Plug In,Hummer Hummer EV SUT,Hyundai Ioniq 5,Hyundai Ioniq EV,Hyundai Ioniq Plug In,Hyundai Kona Electric,Hyundai Santa Fe Plug In,Hyundai Sonata Plug In,Hyundai Tucson Plug In,Jaguar I-Pace,Jeep Wrangler Plug In,Karma Revero,Kia EV6,Kia Niro EV,Kia Niro Plug In,Kia Optima Plug In,Kia Sorrento Plug In,Kia Soul EV,Land Rover Range Rover Plug In,Lincoln Aviator Plug In,Lincoln Corsair,Lucid Air,Mclaren P1,Mercedes B-Class Electric,Mercedes C350e Plug In,Mercedes EQS,Mercedes GLC 350e Hybrid,Mercedes GLE55e,Mercedes S550e,Mercedes S560e,Miles ZX40ST,Mini Countryman Plug In,Mini Hardtop 2 Door EV,Mitsubishi i,Mitsubishi Outlander Plug In,New Flyer Xcelsior CHARGE,Nissan Leaf,Polestar 2,Porsche 918 Spyder,Porsche Cayenne S E-Hybrid,Porsche Panamera S E-Hybrid,Porsche Taycan,Rivian R1T,Smart forTwo EV,Smart forTwo EV Cabrio,Subaru Crosstrek Hybrid,Tesla Model 3,Tesla Model S,Tesla Model X,Tesla Model Y,Tesla Roadster,Toyota Prius Plug-in,Toyota Prius Prime,Toyota RAV4 EV,Toyota RAV4 Prime,Volkswagen e-Golf,Volkswagen ID.4,Volvo C40 Recharge,Volvo S60 Plug In,Volvo S90 Plug In,Volvo V60 Plug In,Volvo XC40 Recharge,Volvo XC60 Plug In,Volvo XC90 Plug In,Workhorse E-GEN Van,Grand Total
77449,,1,,1,,,,,,3,4,1,1,,2,2,1,,,,8,,14,2,,,,1,1,3,1,,2,8,3,,,,,4,,,,,2,,,,,8,,2,1,2,,1,1,,,,,,,,,,,1,,,,,,3,,10,,,,,,,2,,,84,12,4,25,,2,5,,,,4,,,,,,1,,,233
77450,,,,1,,,3,,1,1,2,1,3,3,3,,5,,,,8,1,20,8,,,,,,3,2,,,6,,,,,,5,,,1,,,,,,1,3,,,5,,,,1,,1,,,,,1,2,,,,,,1,,,,,11,,,3,3,2,,,,,119,41,17,50,,1,3,,2,,4,1,,,,1,1,,,351
77452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1
77456,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77459,2,,,7,1,,1,,,7,8,2,4,4,6,,10,,1,,8,,17,14,,,,,2,4,,,,9,12,,,1,,8,,,,,2,,,,,11,1,,4,,,1,1,1,1,,,,3,1,1,2,,,,,1,,,1,,24,1,,4,1,13,,,,,209,71,40,96,,2,7,,5,,4,1,,1,,1,4,5,,648
77461,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,1,,,,,,,,,,,,,9
77465,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
77469,,,,4,,,1,,,,3,2,,1,2,1,4,,1,1,6,,3,8,,,,1,,4,,,,3,1,,,,1,2,,,,,,,1,,,3,,1,,,,1,,,,,,,1,1,,,,1,,,,,,2,,17,,,2,1,4,,1,,,103,34,17,47,,4,1,,1,1,1,,,,,,,9,,303
77471,,,,,,,,,,,2,,,,,,,,,,1,,4,,,,,,,1,,,,,1,,,,,1,,,1,,,,1,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,4,,,,,,,,,,15,7,1,8,,,,,,,,,1,,,,,,,52
77474,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,,,,,,,,,,,,,,1,,12
77475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77476,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3
77477,1,,,,,,1,,,1,1,1,,2,,,,1,,,2,1,5,1,,,,1,,,,,,1,1,,,,,4,,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,1,,,,,,,3,,9,,,,,1,,1,,,41,15,4,22,,,2,,1,,1,,,,,,1,,,130
77478,,1,,2,1,,,,,,2,,3,1,3,,3,,1,,4,1,8,5,,2,,,1,1,,,,2,2,,,1,,3,,,,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,,,,8,,,4,1,2,,,,,72,39,23,38,,,8,,,,,,,,,,,,,246
77479,1,1,,17,1,3,2,,1,5,4,1,3,9,12,2,12,,,,8,2,26,24,,,,,,5,1,,1,8,11,,,,,14,,2,,,,,,,2,15,,,3,,,1,,1,3,1,,,2,,5,2,,1,,,2,2,,2,,30,2,,9,6,21,,,,,482,201,125,258,,3,10,,5,1,12,,1,,,4,2,11,,1401
77480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,6
77481,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2
77482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77484,,,,,,,,,,,,,1,,,,1,,,,1,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,3,,,,,,,,,,,,,14
77485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,,,,,,,,,,,,,,,,8
77487,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77488,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,1,,,,,,,,,,,,,13
77489,1,,,,,,,,,1,1,,,1,1,,,,,,,,3,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,1,,,,,,11,3,1,2,,,2,,2,,1,,,,,,,,,40
77493,,,,8,,2,1,,,1,4,,4,5,1,,4,,1,1,9,,7,7,,,,,,3,,,,4,5,,,,,2,,,,,,,1,,,5,,,,,,,,,2,,,,,1,,,,,,,,,,1,,9,1,,,2,,,,,,76,19,13,44,,2,8,,3,1,3,,1,1,,,2,4,,268
77494,1,1,1,12,1,1,2,,,7,13,1,4,7,3,4,17,,1,1,18,1,23,26,,,,2,1,5,1,,,5,8,,,,,11,,,,,,,1,,3,18,,,2,3,,1,,,8,,,,1,,2,,,2,,,,3,,1,,19,3,,12,6,10,,1,,,347,100,65,196,,3,7,,5,,10,,3,,,2,3,12,,1027
77495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77496,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
77498,,,,1,,,,,,2,4,2,2,,3,,4,2,,,4,1,6,6,,,,,,2,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,20,,,3,,3,,,,,95,36,12,54,,3,6,,5,,2,,,,,,,,,284
77502,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,5,2,,,,1,,,,,,,,,,,,,,16
77503,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,3,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,13
77504,,,,,,,,,,,,,,,,,2,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,2,,,,,1,,,,,5,4,,2,,,3,,,,,,,,,,,1,,27
77505,,,,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,2,,,,,7,5,2,4,,9,1,,,,,,,,,,,,,41
77506,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,8
77507,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,4
77510,,,,,,,,,,,,,,,,,,,,,2,,3,,,,,,,1,,,1,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,2,,,1,,1,,,,,,,,,,,16
77511,,,,,,,,,,3,1,,1,,,,,,,,3,1,6,4,,,,1,,1,,,,,1,,,,,1,,,,,,,,,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,12,6,1,3,,,4,,,,,,,,,,,,,56
77514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2
77515,,,,,,,,,,1,,1,,,,,,,,,,,4,1,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,9,4,2,,,,,,,,,,,,,,,1,,29
77517,,,,,,,,,,,,,,,,,,1,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,1,,,1,,,,,,,,,,,,,,12
77518,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,,,,,,,,,,11
77519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77520,,,,,,,,,,,,,1,,,,1,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,,1,1,,,1,,1,,,,,,,,,,,21
77521,,,,1,,,,,,3,,,,,,,1,,,,1,,7,2,,,,,,,,,,2,,,,,,,,2,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,1,,,,,20,6,5,9,,,1,,,,,,,,,,,,,68
77522,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77523,,,,,,,,,,,,,,1,1,,,,,,2,,3,2,,,,,,2,,,,1,1,,,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,1,,,1,,,,,,1,,2,,,,,,,,,,28,4,2,8,,,,,,,,,,,,2,,,,67
77528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77530,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,6,3,,2,,,,,,,,,,,,,,,,17
77531,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,5,,,,,1,,,,,,,,,,,,,,14
77532,,,,,,,,,,1,,,,2,,,,,,,,,3,4,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,13,2,1,6,,,,,,,,,,,,,,,,44
77533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77534,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,,,,,,,,,,,,,,,,6
77535,,,,,,,,,,,,,,,,,,,,,1,,4,1,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,9,3,2,1,,,,,,,,,,,,,,,,30
77536,,,,,,,,,,1,,,,2,,,,,,,,,5,4,,,,,,2,,,,2,,,,,,1,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,,,,,13,1,2,4,,,1,,,,2,,,,,,,,,49
77539,,,,,,,,,,,,,2,2,,,2,,1,,3,,4,2,,,,,,2,,,,3,2,,2,,,2,,,,,,,1,,,2,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,,,,,2,,,22,10,3,9,1,,1,,1,,2,,,,,,,,,85
77541,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,16
77545,,,,,,,,,,,,,1,1,2,,,,,,,,4,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,,,19,5,,1,,,,,,,,,1,,,,,,,44
77546,1,,,3,,,1,,,1,1,,1,1,,,4,,2,,6,1,17,3,,,,1,,4,,,,9,6,,,,,3,,,,,,,,,1,8,,,2,,,,1,,2,,,,,1,,1,,1,,,,,1,1,,7,1,,1,2,6,,,,,99,44,17,36,,1,8,,4,1,2,,,,,1,2,,,316
77547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,3
77548,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77550,1,,,,,,,,,,,,1,3,,,2,,,,1,,5,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,7,3,1,2,,,1,,,,,,,1,,,,,,33
77551,,,,1,,,,,,1,,,,,,1,1,,,,1,1,2,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,6,1,2,3,,,,,,,,,,,,,1,,,33
77554,,,,1,,,,,,,,,,1,,,1,,,,,,1,2,,,,,,,,,,,1,,,1,,2,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,13,10,6,8,,,,,,,2,,,,,1,,,,56
77555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
77562,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,1,,,,,1,,,,,,,,,,,9
77563,,,,,,,,,,,,,1,,,,,,,,,,2,3,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,1,,,,,,,,,,,,,,,,13
77565,,,,1,,,,,,,1,,1,3,,,,,,,2,,3,,,,,,,1,,,,2,1,,1,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,,1,,,1,,,,,12,8,2,5,,1,,,,,,,,,,,,,,52
77566,,,,,,1,,,,,1,,,,,,1,,,,1,,5,3,,,,1,,,,,,1,3,,,,,4,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,16,8,,4,,,1,,1,,1,,,,,,,,,56
77568,,,,,,,,,,,,,,1,,,,,,,,,4,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,11,2,,4,,,,,,,,,,,,,,1,,28
77571,,,,,,,,,,,,,,1,1,,1,,,,2,,5,1,,,,,,2,,,,,1,,,,1,2,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,1,,,4,,,,,,,1,,,12,,1,6,,,1,,,,,,,,,,,,,46
77573,,1,,4,,1,,,,2,5,,3,3,1,,7,,,,13,,19,11,,,,,1,5,,,,9,4,,,,,4,,1,,,,,,,,12,,1,7,1,,,2,,4,,,,1,1,1,1,,3,,,1,1,,2,,7,,,3,1,5,,1,,,105,43,23,54,,1,9,,8,,7,,,,,1,,1,,401
77575,,,,,,,,,,,,,1,,,,,,,,,,3,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,10
77577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77578,1,,,4,,1,,,,3,1,,,1,2,,4,2,,,4,,6,2,,,,,,1,,,,5,5,,,,,3,,,,,2,,,,2,1,,,,,,,1,,1,1,,,,,1,,,1,,,1,,,,,5,,,,,1,,,,,53,21,9,33,,,4,,,,,,1,,,1,,3,,187
77580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77581,,,,4,,,,,,,2,,1,3,2,,7,1,,,3,,7,6,,,,1,,1,,,,7,,,,,,1,,,1,,,,1,,1,3,,,,,1,,,,1,,,,,,,,,,,,,1,,1,,14,1,,2,,1,,,,,64,23,15,24,,,,,4,,2,,,,,1,1,,,208
77583,,,,,,2,1,,,2,4,,,1,,,1,1,,1,9,,5,,,,,,,2,,,,4,3,,,,,1,,,,,,,,,,3,,,1,,,,,,,1,,,,,,,,,,,,1,,,,4,,,2,3,,,1,,,53,13,8,23,,,5,,1,,1,,,,,,,,,157
77584,,,,3,,2,,,,7,6,3,1,5,5,1,6,,1,,19,1,20,11,,,,1,,3,1,,,8,3,,,,,10,,1,,1,,,1,,1,7,,,,,,2,,,2,,,,1,1,,,1,,,,,,,3,,25,1,,4,4,3,,1,,,200,58,51,75,,2,4,,5,,6,1,,1,,2,1,7,,589
77586,,,,3,1,1,,,,,2,,1,,1,,1,,,,7,,15,1,,,,,,2,,,,5,4,,,1,,2,,,,1,,,,,1,5,,1,,1,,1,,,1,,,,,,,,,,,,1,1,,,,9,,,1,,,,,,,29,20,3,16,,,3,,,2,3,,,1,,,1,1,,149
77587,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,8
77590,,,,,,,,,,1,1,,,,,,,,,,2,,2,3,,,,,,1,,,,3,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,2,,3,,1,1,,,,1,,,,,,,,,26
77591,,,,,,,,,,,,,,,,,1,1,1,,,,3,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,,,2,,,,,,,,,,,,,,,,20
77597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1
77598,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,1,,,1,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,16,6,1,3,1,1,,,1,,,,,,,,,,,45
77611,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,1,,,,,,,,,7
77612,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77613,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77619,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,3,,,1,,,,,,,,,,,1,,18
77622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1
77625,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,3,,,,,,,,,,,,,7
77627,,,,,,,,,,,1,,1,,,,2,,,,,,2,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,8,1,2,2,,1,,,,,,,,,,,,,,25
77630,,,,,,,,,,,1,,,,,,,,,,1,,1,1,,,,,,2,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,2,,,,,,,,,,,,,,,,18
77632,,,,,,,,,,2,,,,,,,,,1,,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,2,1,1,,,,,,,,,,,,,,,,19
77640,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,7
77642,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,1,,,,,,,,,,,,,,,,14
77650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,3
77651,,,,,,,,,,,,,,,,1,1,,,,,,3,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,1,,,,,,,,1,,,19
77655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77656,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,1,,,,,,,,,,,,,,,,9
77657,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,2,,1,1,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,4,2,,,,2,,,,2,,,,,,,,,31
77659,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
77660,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
77662,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,2,,,,1,,,,,,,,,,,,,,11
